iter	Logloss
534	0.09097185092
535	0.09094912869
536	0.09093571372
537	0.09092969888
538	0.09091733355
539	0.09089779583
540	0.09089504436
541	0.0908737007
542	0.09085996981
543	0.09083855436
544	0.09081354252
545	0.09081162722
546	0.09078657736
547	0.09077831254
548	0.09076506632
549	0.09073571805
550	0.09070861117
551	0.09069822153
552	0.09069415244
553	0.09067531347
554	0.09065396802
555	0.09064006313
556	0.09062157869
557	0.09061213623
558	0.09060896327
559	0.09058247624
560	0.09056787684
561	0.09053278769
562	0.09051936768
563	0.09050658792
564	0.09049451832
565	0.09046996054
566	0.09044172876
567	0.09042607885
568	0.09041208978
569	0.09040307953
570	0.09039164809
571	0.09036330835
572	0.09035821753
573	0.09033489408
574	0.09030514343
575	0.0902901776
576	0.09027176879
577	0.09025365297
578	0.09024183365
579	0.09022398777
580	0.09020072821
581	0.09017529068
582	0.09015709729
583	0.09012449792
584	0.09011268537
585	0.09010562258
586	0.09008770714
587	0.09006594491
588	0.09005764251
589	0.09003862014
590	0.09001325144
591	0.08999488924
592	0.08998451838
593	0.08994718869
594	0.08992087058
595	0.08990566221
596	0.0898841965
597	0.08985537773
598	0.08983445664
599	0.08980813603
600	0.08978401282
601	0.0897522415
602	0.08974400423
603	0.08972284978
604	0.08970436202
605	0.08969947364
606	0.08968174106
607	0.08964487921
608	0.0896427368
609	0.08962154749
610	0.08961830988
611	0.0896163401
612	0.08960560287
613	0.08957886012
614	0.08957562112
615	0.08957473798
616	0.08955430146
617	0.0895387326
618	0.08951411364
619	0.08949408039
620	0.08948139593
621	0.08947834164
622	0.08946303809
623	0.08943385228
624	0.08941954263
625	0.0894165577
626	0.08941369615
627	0.08940733887
628	0.08937725247
629	0.08937543596
630	0.0893597197
631	0.08934383107
632	0.08934200813
633	0.08933162073
634	0.08932331841
635	0.08930224967
636	0.08929920703
637	0.0892989777
638	0.08929616895
639	0.08928654237
640	0.08928279647
641	0.08926449907
642	0.08924191653
643	0.089229138
644	0.08921101179
645	0.08920056897
646	0.08917432928
647	0.08916770376
648	0.08916126491
649	0.08913284481
650	0.08911311631
651	0.08909639725
652	0.08908110264
653	0.08906204534
654	0.08904976751
655	0.0890292259
656	0.08899346605
657	0.0889723762
658	0.08895913532
659	0.08894337365
660	0.0889285535
661	0.08890283094
662	0.08888802574
663	0.08886313907
664	0.08885715713
665	0.0888297567
666	0.08882813851
667	0.08879531272
668	0.08877780058
669	0.08875397087
670	0.088740087
671	0.08871406453
672	0.0886998633
673	0.08868876183
674	0.0886720602
675	0.08864347199
676	0.08863194258
677	0.08860412875
678	0.08859421
679	0.08857734903
680	0.0885477898
681	0.08852836298
682	0.08850732712
683	0.08849448126
684	0.08846977027
685	0.08844879872
686	0.08843093039
687	0.08841349661
688	0.08839631796
689	0.08838038872
690	0.08836014236
691	0.08833034436
692	0.08830881407
693	0.0883004005
694	0.08828796684
695	0.08825693882
696	0.08823525239
697	0.08820571766
698	0.08817633158
699	0.08814946046
700	0.08813844122
701	0.08812477843
702	0.08810812185
703	0.08808988621
704	0.08807436102
705	0.08805445154
706	0.08804371506
707	0.0880345044
708	0.08802888141
709	0.08801304957
710	0.08799251818
711	0.08795803953
712	0.08795773239
713	0.08795094666
714	0.08791321355
715	0.08787971928
716	0.08786048156
717	0.08783978665
718	0.08781024776
719	0.08778423792
720	0.08776736215
721	0.08774365494
722	0.0877356076
723	0.08773415497
724	0.08769479612
725	0.08767465877
726	0.08765366227
727	0.08763527392
728	0.08762663324
729	0.08762402124
730	0.08762002263
731	0.08760865985
732	0.08759283465
733	0.08757517016
734	0.08755697311
735	0.08755668901
736	0.08753645044
737	0.08752944594
738	0.08749624504
739	0.08748876949
740	0.08747716465
741	0.08745852898
742	0.08743784508
743	0.08742418277
744	0.08740552228
745	0.08737000176
746	0.08734612132
747	0.08732568373
748	0.08729991597
749	0.08728028164
750	0.08724976682
751	0.08724462206
752	0.0872082735
753	0.08719106775
754	0.087176631
755	0.0871627364
756	0.08715104606
757	0.08713327587
758	0.08712830007
759	0.08712000019
760	0.08711755417
761	0.08708429598
762	0.08707029173
763	0.08705195405
764	0.08704311051
765	0.08702745508
766	0.08701799756
767	0.08699283711
768	0.0869898193
769	0.08698111169
770	0.08696831333
771	0.08695600153
772	0.08695374627
773	0.08695213332
774	0.08694102687
775	0.08692987999
776	0.08692671975
777	0.08691246316
778	0.08690099869
779	0.08688784154
780	0.08688340389
781	0.08686781043
782	0.08686557325
783	0.08684509808
784	0.08682759244
785	0.08680037546
786	0.08679824424
787	0.08678742848
788	0.08677628673
789	0.08676054063
790	0.08675094253
791	0.08673803745
792	0.08672740547
793	0.08671838497
794	0.08670357764
795	0.08669254806
796	0.08667936634
797	0.08665937964
798	0.08665332366
799	0.08664684703
800	0.08661826018
801	0.08661801224
802	0.08660009016
803	0.08657485593
804	0.08654209862
805	0.08651781049
806	0.08650571399
807	0.08648631502
808	0.0864789613
809	0.08646467434
810	0.08644602903
811	0.08642077624
812	0.0864106403
813	0.08638772876
814	0.08636335041
815	0.08632977243
816	0.08631489272
817	0.08629001251
818	0.08627126272
819	0.08624249267
820	0.08622350637
821	0.0862143764
822	0.08621412093
823	0.08620138901
824	0.08618781688
825	0.08616437064
826	0.0861425971
827	0.08611713539
828	0.08611149339
829	0.08609921408
830	0.08608136487
831	0.08606900017
832	0.08606584965
833	0.08604041352
834	0.08602064969
835	0.08600404362
836	0.0859749684
837	0.0859584066
838	0.08594358552
839	0.08593345969
840	0.08590954177
841	0.08590357602
842	0.0858916841
843	0.08587558896
844	0.08586899294
845	0.08586334344
846	0.08583435967
847	0.08581044824
848	0.08580254735
849	0.08577736029
850	0.08575592071
851	0.08573006102
852	0.08571133917
853	0.08569816745
854	0.08569197724
855	0.08566810523
856	0.0856552754
857	0.0856519225
858	0.08564048866
859	0.0856351983
860	0.08560982127
861	0.08557957156
862	0.08556365021
863	0.08554205104
864	0.08553574727
865	0.0855237434
866	0.08551648156
867	0.08550506006
868	0.0854887418
869	0.0854787051
870	0.08547846157
871	0.08545772045
872	0.08544196202
873	0.08542984101
874	0.0854153024
875	0.08538919847
876	0.08536138319
877	0.08534378531
878	0.08531028853
879	0.08529512892
880	0.08529413623
881	0.08526754515
882	0.08525362721
883	0.08522974435
884	0.08521694049
885	0.08517505187
886	0.08516142461
887	0.0851333675
888	0.08511522204
889	0.08510806508
890	0.08508354811
891	0.08507196125
892	0.08505614659
893	0.08503402345
894	0.08500725832
895	0.08499170978
896	0.08498079443
897	0.08495400475
898	0.08492780743
899	0.08490070408
900	0.08487456669
901	0.08485521631
902	0.08483273821
903	0.08482315186
904	0.08479631288
905	0.08477243335
906	0.08476115899
907	0.08474575329
908	0.08473301895
909	0.0847194587
910	0.08471017485
911	0.08469697278
912	0.08467855314
913	0.08466637309
914	0.08464189867
915	0.08462697769
916	0.08460895324
917	0.08458879635
918	0.08455377633
919	0.08453525284
920	0.08451478362
921	0.08450189971
922	0.08448397467
923	0.08447937102
924	0.08447445109
925	0.0844580237
926	0.08443695661
927	0.08442424812
928	0.08442248669
929	0.08439025608
930	0.08436665948
931	0.08435162517
932	0.0843145567
933	0.08429467437
934	0.08426668413
935	0.08426585702
936	0.08426135844
937	0.08425143596
938	0.08424413545
939	0.08422998766
940	0.08421394812
941	0.08418438823
942	0.08417892367
943	0.08417646497
944	0.08415810338
945	0.08414428498
946	0.08413018912
947	0.08410648353
948	0.08409737079
949	0.08408316576
950	0.08407345646
951	0.08405784507
952	0.08404636409
953	0.08403828879
954	0.0840225548
955	0.08399918971
956	0.0839942442
957	0.08396838089
958	0.08396324746
959	0.08394238651
960	0.08393472303
961	0.08391701563
962	0.08390023536
963	0.08387054779
964	0.08385661483
965	0.08384389839
966	0.08382450033
967	0.08381032266
968	0.08378633481
969	0.08378020216
970	0.08375579262
971	0.08373806942
972	0.0837277667
973	0.08370420482
974	0.08369168414
975	0.08367939666
976	0.08366260111
977	0.0836382824
978	0.08362411137
979	0.08359572133
980	0.08358612535
981	0.08357054914
982	0.08355085094
983	0.08354851297
984	0.08353094851
985	0.0835158403
986	0.08350140206
987	0.08347985702
988	0.08345054686
989	0.08342742281
990	0.08341841134
991	0.08339540934
992	0.0833951312
993	0.0833814809
994	0.08335577113
995	0.083349815
996	0.0833428641
997	0.08331702583
998	0.08330684023
999	0.08327733483
