iter	Logloss
0	0.530714782
1	0.4148592474
2	0.3317050072
3	0.2721423984
4	0.2289624484
5	0.1976409475
6	0.1748892923
7	0.1579702815
8	0.1453892587
9	0.1361413984
10	0.1285305299
11	0.1232842338
12	0.118890858
13	0.1156372742
14	0.1128749137
15	0.110750273
16	0.1089058936
17	0.1075771925
18	0.1064866047
19	0.1057209584
20	0.1050478786
21	0.1046184345
22	0.1041198821
23	0.1037056992
24	0.1033373123
25	0.1030759076
26	0.1028822731
27	0.1026891547
28	0.1025334776
29	0.1023701179
30	0.1022159763
31	0.1021391051
32	0.1020261381
33	0.101904541
34	0.1018333438
35	0.1017493734
36	0.1016748472
37	0.1016170772
38	0.1015500949
39	0.1014913958
40	0.101438043
41	0.1014133739
42	0.1013746418
43	0.1013229628
44	0.1012917473
45	0.1012477433
46	0.101193405
47	0.1010997923
48	0.1010473139
49	0.1010016662
50	0.1009837138
51	0.100925214
52	0.1009180762
53	0.1009017466
54	0.1008623773
55	0.1008383922
56	0.1008225078
57	0.1008087462
58	0.1007661383
59	0.1007126579
60	0.1006574273
61	0.1006252518
62	0.1006076666
63	0.1005717372
64	0.1005199237
65	0.1004887977
66	0.1004510451
67	0.1003847609
68	0.1003566892
69	0.1003438582
70	0.1002939325
71	0.1002625879
72	0.1002410079
73	0.1002112809
74	0.1001890054
75	0.100168885
76	0.1001460403
77	0.1001128473
78	0.1000904104
79	0.1000536601
80	0.1000276504
81	0.09998570864
82	0.09996016986
83	0.09992340669
84	0.0998920554
85	0.09987805314
86	0.09985165566
87	0.0998335251
88	0.09981282857
89	0.09978829406
90	0.0997576596
91	0.09973275091
92	0.09972116038
93	0.09966613889
94	0.09965750834
95	0.09960087573
96	0.09955711392
97	0.09954191667
98	0.09950477256
99	0.0994745055
100	0.09944195872
101	0.09939531736
102	0.09938241264
103	0.09937607905
104	0.09936071924
105	0.09934401342
106	0.09929216656
107	0.09926701358
108	0.09923453985
109	0.09922191285
110	0.09919947695
111	0.09917302461
112	0.09915540696
113	0.09911180771
114	0.09908877599
115	0.09906585553
116	0.09904069291
117	0.09902589489
118	0.09901721896
119	0.09898112065
120	0.09896023493
121	0.09894465822
122	0.09891946141
123	0.09889488467
124	0.09888056059
125	0.09886536957
126	0.09884224487
127	0.09877563352
128	0.09874782796
129	0.09871222776
130	0.09868555512
131	0.09865732091
132	0.09862715797
133	0.09858441975
134	0.09853343371
135	0.09852655248
136	0.09851490447
137	0.0984636321
138	0.09845254684
139	0.0984202352
140	0.0983784653
141	0.09835796427
142	0.09833340457
143	0.09829629259
144	0.0982900795
145	0.09827183219
146	0.09825082879
147	0.09819601276
148	0.09817515032
149	0.09814074061
150	0.09813000647
151	0.09811991722
152	0.09810143971
153	0.09806317836
154	0.09805084437
155	0.09800585249
156	0.09799026753
157	0.09797258981
158	0.09792374731
159	0.0978983982
160	0.09788132466
161	0.09785959237
162	0.09785307722
163	0.09783023353
164	0.09780208137
165	0.09779459161
166	0.09777452618
167	0.09775809715
168	0.09773660009
169	0.09772533475
170	0.09771623065
171	0.09769735918
172	0.09767882667
173	0.09767046935
174	0.09766664241
175	0.09765446828
176	0.09764456718
177	0.0976080794
178	0.09760220007
179	0.09755768534
180	0.09751410302
181	0.09748751304
182	0.09744161247
183	0.09742795405
184	0.09739993948
185	0.09738609874
186	0.09737900674
187	0.09737153299
188	0.097356817
189	0.09733541929
190	0.09732271831
191	0.09731293231
192	0.09728713287
193	0.09727264643
194	0.09724265706
195	0.09723145178
196	0.09721473296
197	0.09718215577
198	0.09713551501
199	0.09711708135
200	0.09711128586
201	0.09710557329
202	0.09707864489
203	0.09705786852
204	0.09704376116
205	0.09700797391
206	0.09699763448
207	0.09698138629
208	0.09695940881
209	0.09693170272
210	0.09689684021
211	0.09687623819
212	0.0968490652
213	0.09683234989
214	0.09682690633
215	0.09680780518
216	0.09675867824
217	0.09675212025
218	0.09672426432
219	0.09669089138
220	0.09666201192
221	0.09665505108
222	0.09663710126
223	0.0966278072
224	0.0966220135
225	0.09660971785
226	0.09659008025
227	0.09658158042
228	0.0965694798
229	0.09656207822
230	0.09652853558
231	0.09650641169
232	0.09647478186
233	0.09647178724
234	0.09646584459
235	0.0964571338
236	0.09642292937
237	0.09640828001
238	0.09638949863
239	0.09636876925
240	0.0963614232
241	0.09635205496
242	0.09632760008
243	0.09631162641
244	0.09626147559
245	0.09624725999
246	0.09623876309
247	0.0962110732
248	0.09617769412
249	0.09615879461
250	0.09615507206
251	0.09614610265
252	0.0961166469
253	0.09608739957
254	0.0960636519
255	0.09604621441
256	0.0960093586
257	0.0959915609
258	0.09597645588
259	0.09594897224
260	0.09593590147
261	0.09590214567
262	0.09587154042
263	0.09586406618
264	0.09584128776
265	0.0958177106
266	0.09580973783
267	0.09578353553
268	0.09576389228
269	0.09576344563
270	0.09572566715
271	0.09569459306
272	0.09567852195
273	0.09567079247
274	0.09565056697
275	0.09563872585
276	0.09562941364
277	0.09560646917
278	0.09558985848
279	0.09557403387
280	0.09554634379
281	0.09552075091
282	0.09550115385
283	0.09547318208
284	0.0954400342
285	0.09542483447
286	0.09540037409
287	0.09538220981
288	0.09536709258
289	0.0953376036
290	0.09532226583
291	0.09532184741
292	0.09530607193
293	0.09529527322
294	0.09527075204
295	0.09523804577
296	0.09520506052
297	0.0951834169
298	0.09515686335
299	0.09513458264
300	0.09511561199
301	0.09508865789
302	0.09505979438
303	0.09503499589
304	0.09501404049
305	0.09499643291
306	0.09496635539
307	0.09496424928
308	0.09494088795
309	0.09492532462
310	0.09491651075
311	0.0949019984
312	0.09487691577
313	0.0948590612
314	0.09484368325
315	0.09481762759
316	0.09480548863
317	0.09478953594
318	0.09477278498
319	0.09475233334
320	0.09473552491
321	0.09471955901
322	0.09469065467
323	0.09467183003
324	0.09465048455
325	0.09462753204
326	0.09460149928
327	0.09458735568
328	0.0945676617
329	0.09455932936
330	0.09453479535
331	0.09452592036
332	0.09451386783
333	0.09448942481
334	0.09444285385
335	0.09440955098
336	0.09437591543
337	0.09436058735
338	0.09433420213
339	0.09431436472
340	0.09428036175
341	0.09425618034
342	0.0942368455
343	0.09421682597
344	0.09419836185
345	0.0941817998
346	0.09417353703
347	0.09416546045
348	0.09416168954
349	0.09415471288
350	0.09414251116
351	0.09413900927
352	0.09413245615
353	0.09412044036
354	0.09411151454
355	0.09409425224
356	0.09408042874
357	0.09406818771
358	0.09403726008
359	0.09402728742
360	0.09400500706
361	0.09396788793
362	0.09393545071
363	0.09390758408
364	0.09388706027
365	0.09385381026
366	0.09383114135
367	0.09380985043
368	0.09378831984
369	0.0937750852
370	0.0937621357
371	0.0937360527
372	0.09373354735
373	0.09371520921
374	0.09369028273
375	0.09368591061
376	0.09368115523
377	0.09367057188
378	0.09364970668
379	0.09364261143
380	0.09362577339
381	0.09360479433
382	0.09359356532
383	0.09357243512
384	0.09354156074
385	0.09351894603
386	0.09350271501
387	0.09348345864
388	0.09347516539
389	0.09346377045
390	0.09345342844
391	0.0934446825
392	0.0934283029
393	0.09340720473
394	0.09339218003
395	0.09335324872
396	0.09333692701
397	0.09332084267
398	0.09330752893
399	0.09329474206
400	0.09327332767
401	0.09325432719
402	0.09323065594
403	0.0932129001
404	0.09319430776
405	0.09317929025
406	0.09315342331
407	0.09311331392
408	0.09309563957
409	0.09306776937
410	0.09304175422
411	0.0930171161
412	0.09299598827
413	0.09298084762
414	0.09295846037
415	0.09293759331
416	0.09290551174
417	0.09290374002
418	0.09288877006
419	0.09287575175
420	0.09286136472
421	0.09282084033
422	0.09279350221
423	0.09278320863
424	0.09276704075
425	0.09275813712
426	0.0927413383
427	0.09270385374
428	0.09268737399
429	0.09266383527
430	0.09266032878
431	0.09263340776
432	0.09262308882
433	0.09260907987
434	0.09258859504
435	0.09256906118
436	0.09254572655
437	0.0925436943
438	0.09252970029
439	0.09251337635
440	0.09249494602
441	0.09247476602
442	0.09245514072
443	0.09244146512
444	0.0924247513
445	0.09241224945
446	0.09239682581
447	0.09237939822
448	0.09235312693
449	0.09232272349
450	0.09230304172
451	0.09228169132
452	0.09227048478
453	0.09224786245
454	0.09222591823
455	0.09222139743
456	0.09220694199
457	0.09218408915
458	0.09216932003
459	0.09214677411
460	0.09212961343
461	0.09210392231
462	0.09209961771
463	0.09209496196
464	0.09208637409
465	0.09206349097
466	0.09204337864
467	0.09203115287
468	0.09200913704
469	0.09199299195
470	0.09198315858
471	0.09197159172
472	0.09196489883
473	0.09194709212
474	0.09191617144
475	0.09190017107
476	0.0918846644
477	0.09188150927
478	0.09185550647
479	0.09183273352
480	0.0918047063
481	0.09178329201
482	0.09176364705
483	0.09175023768
484	0.09172706796
485	0.09170523426
486	0.09167360158
487	0.09166475771
488	0.09164028434
489	0.09161725823
490	0.09158913883
491	0.09157393756
492	0.09157115196
493	0.09155879997
494	0.09155594934
495	0.09152985233
496	0.09151185224
497	0.0914846666
498	0.09146251613
499	0.09146226199
500	0.09145246634
501	0.09143655253
502	0.09141985427
503	0.09140541931
504	0.09140498102
505	0.0913882425
506	0.09137573281
507	0.09136665852
508	0.09134780087
509	0.091342305
510	0.0913223518
511	0.09129574066
512	0.09128852497
513	0.09128429746
514	0.09125979881
515	0.09124691897
516	0.09124015845
517	0.0912265747
518	0.09122473008
519	0.09119729498
520	0.09118289573
521	0.09114475534
522	0.09111643746
523	0.09109530437
524	0.09107050793
525	0.09106338662
526	0.09106079558
527	0.09105800679
528	0.09104147866
529	0.0910235774
530	0.0910103493
531	0.09100997352
532	0.09100607254
533	0.09099589678
